question,answer,source
Which common oxidizing agent can be used to oxidize alcohols?,potassium dichromate,SciQ
What are gemstones known as when light cannot pass through them?,opaque,SciQ
"In biology, a relationship that benefits both entities is known as what?",mutualism,SciQ
"Some animals prepare for the long winters by storing food and going dormant, a behavior called what?",hibernation,SciQ
Biochemical reactions are optimal at physiological temperatures because many what lose function at lower and higher temperatures?,enzymes,SciQ
What is the attachment of ducklings to their mother an example of?,imprinting,SciQ
All chordates are deuterostomes possessing a what?,notochord,SciQ
"In vascular plants, the sporophyte generation is what?",dominant,SciQ
The combined gradient that affects an ion includes its concentration gradient and its what?,electrical gradient,SciQ
What is the first cell of a new organism?,zygote,SciQ
What part of the cell in plants and algae does photosynthesis take place?,organelles,SciQ
"Exemplified by canada and alaska, what kind of climate has cool, short summers and long, cold winters, little precipitation, and abundant conifers?",subarctic climate,SciQ
What are the only organelles that prokaryotic cells have?,ribosomes,SciQ
What is the name of the cloud where most long-period comets come from?,oort cloud,SciQ
"Different feeding ""positions"" in a food chain or web are associated with what kinds of levels?",trophic,SciQ
Ionic compound atoms of various elements gain or lose electrons to?,produce ions,SciQ
Sedimentary rocks form in what kind of layers?,horizontal,SciQ
Plants obtain the molecules for cellular function though what?,photosynthesis,SciQ
The group of plants that can make their own food from inorganic raw materials in the presence of sunlight are referred to as what?,autotrophic,SciQ
What type of disorders are caused by mutations in genes or abnormal numbers of chromosomes?,genetic disorders,SciQ
What is the measure of sound intensity levels?,decibels,SciQ
What is the temperature at which a substance freezes known as?,freezing point,SciQ
Blood from what organs enters the left atrium of the heart?,lungs,SciQ
"The farther an area is from the equator, what happens to the temperature?",it gets lower,SciQ
What sort of issues can be determined by looking for certain particles in amniotic fluid?,genetic disorders,SciQ
The lunar landscape is covered by craters caused by what?,asteroid impacts,SciQ
What is the name for the line dividing the earth's hemispheres?,equator,SciQ
"Dependent on the frequency of sound waves, what term described how high or low a sound seems to a listener?",pitch,SciQ
Solar cells convert the energy in sunlight to what type of energy?,electrical energy,SciQ
What occurs when a parent cell splits into two identical daughter cells of the same size?,binary fission,SciQ
A group of individuals that consists of genetically related individuals that can breed to produce fertile young is known as what?,species,SciQ
What is the most dangerous type of radiation?,gamma rays,SciQ
What is the result when two monosaccharides are bound together?,disaccharide,SciQ
What are the two major atmospheric gases?,nitrogen and oxygen,SciQ
"What do you call the strands of dna wrapped around proteins, which are located inside the nucleus?",chromosomes,SciQ
Land could not be colonized by other organisms until what became established?,plants,SciQ
What are bacteria that stain purple are called?,gram-positive bacteria,SciQ
"When the bud is fully developed, it breaks away from the parent cell and forms a new what?",organism,SciQ
Arrows and cannon balls are examples of objects with what kind of motion?,projectile,SciQ
What is the sugar that the cells of living things use for energy?,glucose,SciQ
What is the most important muscle involved in the process of breathing?,diaphragm,SciQ
What is the basic characteristic of monoprotic bases?,accepts one proton,SciQ
What do we call a device used to store electric charge?,capacitor,SciQ
"Has this ever happened to you? you walk across a carpet, reach out to touch a metal doorknob, and get an unpleasant electric shock? .the reason you get a shock is because of what?",electrical charge,SciQ
What planet is closest to our sun?,mercury,SciQ
"The ordovician-silurian extinction event is the first recorded mass extinction and the second largest. during this period, about what percent of marine species went extinct?",85 percent,SciQ
A small molecule that binds to a larger molecule is known as a?,ligand,SciQ
What process that begins in utero during fetal development and continues on into adolescence involves closing of the skull?,ossification,SciQ
What traits are those that are inherited unchanged in a hybridization?,dominant traits,SciQ
What is required to break down and build up molecules and to transport molecules across plasma membranes?,energy,SciQ
"The three main rock types are igneous, metamorphic, and what?",sedimentary,SciQ
What body part does encephalitis attack?,brain,SciQ
What type of reproduction takes place when an animal simply divides into two parts?,fission,SciQ
Winds moving air masses causes what?,weather,SciQ
How many orders of magnitudes bigger is the electric force?,39,SciQ
What is the term for any way that an animal interacts with other animals or the environment?,animal behavior,SciQ
"A mushroom is only a specialised reproductive part of the whole fungus. the main part of the fungi is underground in a whole web of hyphae, called this?",mycelium,SciQ
"Most oxygen in blood is bound to a protein called what, and carried to the tissues?",hemoglobin,SciQ
What do we call the only light that people can see?,visible light,SciQ
Carnivores are animals that eat other animals. the word carnivore is derived from latin and literally means this?,meat eater,SciQ
What term describes the sequential appearance and disappearance of species in a community over time after a severe disturbance?,succession,SciQ
What can water's high surface tension be attributed t?,polar molecules sticking together,SciQ
"What  supports life, and is also needed for the water cycle and weather?",atmosphere,SciQ
"The zoospores develop into haploid, multicellular male and female gametophytes, which produce?",gametes,SciQ
Reducing the number of molecules in a rigid container causes what to decrease?,pressure,SciQ
What causes a lot of geological activity on the earth?,plate tectonics,SciQ
The fuel that burns in a combustion reaction in many fossil fuels such as natural gas that consists of carbon hydrogen is known as what?,hydrocarbon,SciQ
"What describes a combination of two or more substances, each of which maintains its own chemical identity?",mixture,SciQ
